url,nama toko,rating,jumlah review,kategori,alamat,kota,jumlah mall terdekat,jumlah kantor terdekat,jumlah sekolah terdekat,label
https://www.google.com/maps/place/Toko+dunia+kopi+dan+plastik/data=!4m7!3m6!1s0x2e69f16732c5534b:0x52b812cc92d1c698!8m2!3d-6.2399791!4d106.8120132!16s%2Fg%2F1pty54zn3!19sChIJS1PFMmfxaS4RmMbRkswSuFI?authuser=0&hl=en&rclk=1,Toko dunia kopi dan plastik,4.8,308,Coffee shop,"QR66+2R2, Santa Modern Market Lt. Semi Basement, Jl. Cipaku I, RT.5/RW.4",Jakarta Selatan,0,1,5,Toko Kopi
"https://www.google.com/maps/place/Bukan+Ruang,+Kemang/data=!4m7!3m6!1s0x2e69f1dd9ed2f9df:0x7cdd8ee6ff4f4ace!8m2!3d-6.2604513!4d106.8155638!16s%2Fg%2F11fjwzvj96!19sChIJ3_nSnt3xaS4RzkpP_-aO3Xw?authuser=0&hl=en&rclk=1","Bukan Ruang, Kemang",4.6,279,Coffee shop,"6, Jl. Kemang Raya No.29B, RT.6/RW.1",Jakarta Selatan,9,2,7,Toko Kopi
https://www.google.com/maps/place/Up+All+Might/data=!4m7!3m6!1s0x2e69f1adea33f3b1:0x30b247328c1c1912!8m2!3d-6.2601673!4d106.8156715!16s%2Fg%2F11j53q7_53!19sChIJsfMz6q3xaS4REhkcjDJHsjA?authuser=0&hl=en&rclk=1,Up All Might,4.4,276,Cafe,"Jl. Kemang Raya No.29, RT.6/RW.1",Jakarta Selatan,9,2,9,Toko Kopi
https://www.google.com/maps/place/Kopi+Kenangan+-+La+Codefin+Kemang/data=!4m7!3m6!1s0x2e69f1082b5aff7b:0xdd0adf0be747a558!8m2!3d-6.2561998!4d106.8127496!16s%2Fg%2F11hzwy_1l3!19sChIJe_9aKwjxaS4RWKVH5wvfCt0?authuser=0&hl=en&rclk=1,Kopi Kenangan - La Codefin Kemang,4.7,217,Coffee shop,"Jl. Kemang I No.2-6, RT.11/RW.1",Jakarta Selatan,7,2,9,Toko Kopi
https://www.google.com/maps/place/Nalar+Live/data=!4m7!3m6!1s0x2e69f1bcac750a3f:0x2a415d29ea213543!8m2!3d-6.2401825!4d106.810349!16s%2Fg%2F11pq0jsvqr!19sChIJPwp1rLzxaS4RQzUh6ildQSo?authuser=0&hl=en&rclk=1,Nalar Live,4.5,204,Coffee shop,"Jl. Cikajang No.14, RT.6/RW.6",Jakarta Selatan,2,1,4,Toko Kopi
https://www.google.com/maps/place/Kopi+Kemang/data=!4m7!3m6!1s0x2e69f2291c5298d5:0x13e8065e5ecab893!8m2!3d-6.2650516!4d106.8181095!16s%2Fg%2F11gfd27l64!19sChIJ1ZhSHCnyaS4Rk7jKXl4G6BM?authuser=0&hl=en&rclk=1,Kopi Kemang,4.7,175,Coffee shop,"Jl. Kemang Selatan I No.10, RT.6/RW.2",Jakarta Selatan,4,2,5,Toko Kopi
https://www.google.com/maps/place/Kopi+SSS/data=!4m7!3m6!1s0x2e69f592b50bbc75:0x745041c9ffa85823!8m2!3d-6.2153025!4d106.8179926!16s%2Fg%2F11j0j_10d_!19sChIJdbwLtZL1aS4RI1io_8lBUHQ?authuser=0&hl=en&rclk=1,Kopi SSS,4.5,154,Coffee shop,"Jl. Jenderal Sudirman No.3, RW.4",Jakarta Selatan,4,2,6,Toko Kopi
https://www.google.com/maps/place/Flash+Coffee/data=!4m7!3m6!1s0x2e69f17728f25b2d:0x4e85d50d3f07b066!8m2!3d-6.2241616!4d106.8093708!16s%2Fg%2F11fqkqzmq1!19sChIJLVvyKHfxaS4RZrAHPw3VhU4?authuser=0&hl=en&rclk=1,Flash Coffee,4.6,145,Cafe,"Pacific Place Level 2, Jl. Jenderal Sudirman No.Kav. 52-53, RT.5/RW.3",Jakarta Selatan,4,1,6,Toko Kopi
"https://www.google.com/maps/place/Kopi+Lain+Hati+Jalan+Bangka,+Kemang/data=!4m7!3m6!1s0x2e69f1860fb48c51:0x45218f5138ba8abb!8m2!3d-6.252451!4d106.8142199!16s%2Fg%2F11fpqkxzds!19sChIJUYy0D4bxaS4Ru4q6OFGPIUU?authuser=0&hl=en&rclk=1","Kopi Lain Hati Jalan Bangka, Kemang",4.7,139,Coffee shop,"Jl. Bangka Raya No.4, RT.4/RW.7",Jakarta Selatan,5,0,10,Toko Kopi
https://www.google.com/maps/place/Kopi+Kenangan+-+Ruko+Jalan+Bek.+Murad/data=!4m7!3m6!1s0x2e69f55971abc0e7:0xc85d12c1b459f04e!8m2!3d-6.2163984!4d106.8201257!16s%2Fg%2F11j8rh8dy6!19sChIJ58CrcVn1aS4RTvBZtMESXcg?authuser=0&hl=en&rclk=1,Kopi Kenangan - Ruko Jalan Bek. Murad,4.7,133,Coffee shop,"Jl. Bek Murad No.30, RT.8/RW.3",Jakarta Selatan,2,2,8,Toko Kopi
https://www.google.com/maps/place/Toko+Kopi+Klasik/data=!4m7!3m6!1s0x2e69f34064c1351f:0x27ba18c152dea6c4!8m2!3d-6.2320221!4d106.8557424!16s%2Fg%2F11tt0xjf04!19sChIJHzXBZEDzaS4RxKbeUsEYuic?authuser=0&hl=en&rclk=1,Toko Kopi Klasik,4.3,132,Coffee shop,"Jl. Tebet Timur Dalam Raya No.29, RT.1/RW.8",Jakarta Selatan,0,0,1,Toko Kopi
https://www.google.com/maps/place/Aroma+Nusantara+Coffee+Store/data=!4m7!3m6!1s0x2e69f3fa4cb54431:0x502a8c9f01c9eb6!8m2!3d-6.223988!4d106.826691!16s%2Fg%2F11cjkpxkv4!19sChIJMUS1TPrzaS4Rtp4c8MmoAgU?authuser=0&hl=en&rclk=1,Aroma Nusantara Coffee Store,4.6,131,Coffee shop,"Mal Ambassador, Lt 4 No 18, Jl. Prof. DR. Satrio, RT.11/RW.4",Jakarta Selatan,7,5,5,Toko Kopi
https://www.google.com/maps/place/ARAH+Coffee+Setiabudi/data=!4m7!3m6!1s0x2e69f50fb6c90e31:0xf5d855887e4dc0f0!8m2!3d-6.207524!4d106.824944!16s%2Fg%2F11fnxt5wl3!19sChIJMQ7Jtg_1aS4R8MBNfohV2PU?authuser=0&hl=en&rclk=1,ARAH Coffee Setiabudi,4.6,111,Coffee shop,"Jl. Setia Budi III No.4, RT.2/RW.3",Jakarta Selatan,0,0,0,Toko Kopi
"https://www.google.com/maps/place/Fore+Coffee+-+Millennium+Centennial+Center,+Jakarta/data=!4m7!3m6!1s0x2e69f59e246c163d:0xdbf948200990a74!8m2!3d-6.21287!4d106.8213619!16s%2Fg%2F11fqxsbdb3!19sChIJPRZsJJ71aS4RdAqZAIKUvw0?authuser=0&hl=en&rclk=1","Fore Coffee - Millennium Centennial Center, Jakarta",4.7,99,Coffee shop,"Jl. Jenderal Sudirman No.Kav 25, RT.4/RW.2",Jakarta Selatan,3,1,6,Toko Kopi
https://www.google.com/maps/place/SEWAKTU+Coffee/data=!4m7!3m6!1s0x2e69f5b54b092d43:0xa08df2dc985621ff!8m2!3d-6.2084295!4d106.8249807!16s%2Fg%2F11jqswr51h!19sChIJQy0JS7X1aS4R_yFWmNzyjaA?authuser=0&hl=en&rclk=1,SEWAKTU Coffee,4.6,85,Coffee shop,"5, Jl. Setia Budi V No.10, RT.5/RW.3",Jakarta Selatan,1,1,7,Toko Kopi
https://www.google.com/maps/place/Ghrana+Kopi/data=!4m7!3m6!1s0x2e69f16cff956dad:0x53c62fc34ddcc2ca!8m2!3d-6.2578327!4d106.8004983!16s%2Fg%2F11j84xp95_!19sChIJrW2V_2zxaS4RysLcTcMvxlM?authuser=0&hl=en&rclk=1,Ghrana Kopi,4.7,75,Cafe,"Jl. Kirai I No.36b, RW.1",Jakarta Selatan,1,5,6,Toko Kopi
https://www.google.com/maps/place/Kopi+Kenangan+-+Setiabudi+One/data=!4m7!3m6!1s0x2e69f544e0327ead:0xe8351560128489b6!8m2!3d-6.215486!4d106.8303095!16s%2Fg%2F11f57ctwb6!19sChIJrX4y4ET1aS4RtomEEmAVNeg?authuser=0&hl=en&rclk=1,Kopi Kenangan - Setiabudi One,4.2,68,Coffee shop,"Setiabudi One, Unit B 211, Jl. H. R. Rasuna Said No.Kav. 62, RT.18/RW.2",Jakarta Selatan,2,3,7,Toko Kopi
https://www.google.com/maps/place/TOKO+KOPI+TUAMUDA/data=!4m7!3m6!1s0x2e69f3c9cc74dc4f:0xf8b348c55f40dd90!8m2!3d-6.2206881!4d106.8207929!16s%2Fg%2F11fs1r03sz!19sChIJT9x0zMnzaS4RkN1AX8VIs_g?authuser=0&hl=en&rclk=1,TOKO KOPI TUAMUDA,4.6,58,Coffee shop,"Jl. Prof. DR. Satrio No.235, RT.2/RW.6",Jakarta Selatan,4,4,6,Toko Kopi
https://www.google.com/maps/place/MAXX+Coffee/data=!4m7!3m6!1s0x2e69f56d9bb156c9:0xb6efe9b47926345c!8m2!3d-6.2171122!4d106.8303201!16s%2Fg%2F11bx1ynnzg!19sChIJyVaxm231aS4RXDQmebTp77Y?authuser=0&hl=en&rclk=1,MAXX Coffee,4.3,55,Coffee shop,"Lippo Plaza Kuningan lt. GF (lobby depan, Jl. H. R. Rasuna Said No.12",Jakarta Selatan,4,4,9,Toko Kopi
https://www.google.com/maps/place/KOPI+DISKO/data=!4m7!3m6!1s0x2e69f15d6a87107b:0xaa3b4235eaf713ca!8m2!3d-6.2647259!4d106.8091152!16s%2Fg%2F11k3czr6p2!19sChIJexCHal3xaS4RyhP36jVCO6o?authuser=0&hl=en&rclk=1,KOPI DISKO,4.9,52,Coffee shop,"Jl. KHM. Naim III No.57, RT.57/RW.9",Jakarta Selatan,4,2,3,Toko Kopi
https://www.google.com/maps/place/Trace+Roasting+Co./data=!4m7!3m6!1s0x2e69f40520ec67d5:0xeda3c1abc8663fd3!8m2!3d-6.208064!4d106.826906!16s%2Fg%2F11ggs8mfg0!19sChIJ1WfsIAX0aS4R0z9myKvBo-0?authuser=0&hl=en&rclk=1,Trace Roasting Co.,4.7,49,Coffee shop,Jl. Setia Budi Tengah No.27,Jakarta Selatan,2,2,7,Toko Kopi
https://www.google.com/maps/place/Warkop+Restu+Ilahi+9/data=!4m7!3m6!1s0x2e69f57c9858098d:0x15bbbe951b36d08b!8m2!3d-6.2117642!4d106.8257129!16s%2Fg%2F11gh6b7s1l!19sChIJjQlYmHz1aS4Ri9A2G5W-uxU?authuser=0&hl=en&rclk=1,Warkop Restu Ilahi 9,4.8,37,Coffee shop,"No. 12, Jl. Karet Karya 1, RT.4/RW.7",Jakarta Selatan,0,0,12,Toko Kopi
https://www.google.com/maps/place/Kopi+Djanji+Setia/data=!4m7!3m6!1s0x2e69f5b802d37105:0x65653174f76d4503!8m2!3d-6.209081!4d106.8262535!16s%2Fg%2F11m9q1bjqb!19sChIJBXHTArj1aS4RA0Vt93QxZWU?authuser=0&hl=en&rclk=1,Kopi Djanji Setia,4.7,36,Coffee shop,"Jl. Setiabudi VII No.3, RT.4/RW.1",Jakarta Selatan,2,2,7,Toko Kopi
https://www.google.com/maps/place/Fore+Coffee+-+WTC+Sudirman/data=!4m7!3m6!1s0x2e69f5d3719dba93:0x2c524207b645b6ab!8m2!3d-6.2146893!4d106.821122!16s%2Fg%2F11j0br57gk!19sChIJk7qdcdP1aS4Rq7ZFtgdCUiw?authuser=0&hl=en&rclk=1,Fore Coffee - WTC Sudirman,4.6,36,Coffee shop,"8, Jl. Jenderal Sudirman No.kav 29, RT.8/RW.3",Jakarta Selatan,4,1,7,Toko Kopi
https://www.google.com/maps/place/Starbucks+Sampoerna+Strategic+Tower/data=!4m7!3m6!1s0x2e69f4001c05056b:0xf6871f10c6333748!8m2!3d-6.2171081!4d106.8183994!16s%2Fg%2F1td5tl2c!19sChIJawUFHAD0aS4RSDczxhAfh_Y?authuser=0&hl=en&rclk=1,Starbucks Sampoerna Strategic Tower,4.5,35,Coffee shop,"Sampoerna Strategic Tower A Ground Floors Unit 03, Jl. Jenderal Sudirman, RT.10/RW.3",Jakarta Selatan,2,2,5,Toko Kopi
https://www.google.com/maps/place/Warkop+Resik/data=!4m7!3m6!1s0x2e69f3f940d2d36b:0xf2b3688b9b871c28!8m2!3d-6.2213118!4d106.8247162!16s%2Fg%2F1ptvzhmdt!19sChIJa9PSQPnzaS4RKByHm4tos_I?authuser=0&hl=en&rclk=1,Warkop Resik,4.3,31,Coffee shop,"Jl. Karet Pedurenan No.38, RT.3/RW.4",Jakarta Selatan,1,0,5,Toko Kopi
https://www.google.com/maps/place/Lidzar+Coffee/data=!4m7!3m6!1s0x2e69f4015a74cbc5:0xb28034b8e6410e2b!8m2!3d-6.2127041!4d106.8224175!16s%2Fg%2F11g68wslf4!19sChIJxct0WgH0aS4RKw5B5rg0gLI?authuser=0&hl=en&rclk=1,Lidzar Coffee,4.6,30,Cafe,"Jl. Karet Gusuran III No.8, RT.12/RW.1",Jakarta Selatan,3,1,6,Toko Kopi
https://www.google.com/maps/place/Tahta+Coffee/data=!4m7!3m6!1s0x2e69f55ff21df7ef:0x3a27d217f988c714!8m2!3d-6.2136452!4d106.8197726!16s%2Fg%2F11fkyx96mn!19sChIJ7_cd8l_1aS4RFMeI-RfSJzo?authuser=0&hl=en&rclk=1,Tahta Coffee,4.6,29,Coffee shop,"Mayapada Tower 1, Jl. Jenderal Sudirman No.Kav 28, RT.4/RW.2",Jakarta Selatan,2,2,5,Toko Kopi
https://www.google.com/maps/place/Lokasa+Coffeeatery/data=!4m7!3m6!1s0x2e69f52d2b6f6ebb:0x4405a6ba760248c2!8m2!3d-6.2160444!4d106.8239307!16s%2Fg%2F11sqhdq98r!19sChIJu25vKy31aS4RwkgCdrqmBUQ?authuser=0&hl=en&rclk=1,Lokasa Coffeeatery,4.5,28,Coffee shop,"Jl. Komando III No.1, RW.3",Jakarta Selatan,3,0,7,Toko Kopi
https://www.google.com/maps/place/Kopi+Bojo+-+Mayapada+Tower+II/data=!4m7!3m6!1s0x2e69f51b82c9606b:0x9a8a379eea6956dd!8m2!3d-6.2137604!4d106.8201003!16s%2Fg%2F11hz6tbp89!19sChIJa2DJghv1aS4R3VZp6p43ipo?authuser=0&hl=en&rclk=1,Kopi Bojo - Mayapada Tower II,5,28,Coffee shop,"Mayapada Tower II, Jl. Jenderal Sudirman No.Kav.28, RT.4/RW.2",Jakarta Selatan,4,2,6,Toko Kopi
https://www.google.com/maps/place/Kopi+Bojo+-+Tamara+Center/data=!4m7!3m6!1s0x2e69f5e83a7f7133:0xfdc3774ff364f33a!8m2!3d-6.2121156!4d106.8208616!16s%2Fg%2F11h2d7fygm!19sChIJM3F_Ouj1aS4ROvNk8093w_0?authuser=0&hl=en&rclk=1,Kopi Bojo - Tamara Center,4.4,27,Coffee shop,"Tamara Centre, Jl. Jenderal Sudirman No.Kav 24, RT.10/RW.1",Jakarta Selatan,3,2,6,Toko Kopi
