id,maps,nama_lapak,deskripsi,nama_penjual,kontak_penjual,harga,luas_bangunan,alamat,kota,kecamatan,url_thumbnail,label
14,https://www.google.com/maps/place/Titik+Temu+Cafe+-+Cipete/data=!4m7!3m6!1s0x2e69f1af3dd0f03d:0x99da24758db523b1!8m2!3d-6.2780065!4d106.8077161!16s%2Fg%2F11fd456jb5!19sChIJPfDQPa_xaS4RsSO1jXUk2pk?authuser=0&hl=en&rclk=1,Titik Temu Cafe - Cipete,bsbsbsbs,Charles,081245658742,6027537,115,Jl. Cipete Raya No.37,Jakarta Selatan,Pancoran,https://apollo-singapore.akamaized.net/v1/files/0919qtw6ecm31-ID/image;s=780x0;q=61,toko_kopi
15,https://www.google.com/maps/place/Relung+Kopi/data=!4m7!3m6!1s0x2e69f374f56068eb:0x7e4dcf9b79d9deae!8m2!3d-6.2385848!4d106.8504262!16s%2Fg%2F11h_4nx3c4!19sChIJ62hg9XTzaS4Rrt7ZeZvPTX4?authuser=0&hl=en&rclk=1,Relung Kopi,geregdf,Doni,08136458745,4985780,79,"7, Jl. Tebet Barat IX No.17, RT.7/RW.4",Jakarta Selatan,Pancoran,https://apollo-singapore.akamaized.net/v1/files/3w5mhoydo0862-ID/image;s=780x0;q=61,usaha_fotocopy
16,https://www.google.com/maps/place/Jakarta+Coffee+House+%28JCH%29/data=!4m7!3m6!1s0x2e69f19364da5ecd:0x70299c9131e0f78a!8m2!3d-6.2780689!4d106.8044949!16s%2Fg%2F11h0x69b3!19sChIJzV7aZJPxaS4RivfgMZGcKXA?authuser=0&hl=en&rclk=1,Jakarta Coffee House (JCH),dasdasda,Charles,085846874354,1595439,122,"Jl. Cipete Raya No.2, RT.8/RW.4",Jakarta Selatan,Tebet,https://picture.rumah123.com/r123-images/720x420-crop/customer/1712616/2022-12-21-13-00-21-82363c82-c9ea-4b86-8aef-2abc4dcf6674.jpg,usaha_baju
17,https://www.google.com/maps/place/Toko+Kopi+TUKU+-+Pasar+Santa/data=!4m7!3m6!1s0x2e69f160d28582a3:0x4c98e035738b2cdd!8m2!3d-6.23973!4d106.8119815!16s%2Fg%2F11d_vbqj15!19sChIJo4KF0mDxaS4R3SyLczXgmEw?authuser=0&hl=en&rclk=1,Toko Kopi TUKU - Pasar Santa,bsbsbsbs,Budi,08136458745,8915697,40,"Ps. Santa, Lantai Dasar, Kiosk 176-177, Jl. Cipaku I No.2, RT.5/RW.4",Jakarta Selatan,Tebet,https://picture.rumah123.com/r123-images/720x420-crop/customer/771750/2023-05-27-01-00-28-6a52deff-6024-4fae-8f06-a9bd490dc7e8.jpg,usaha_baju
18,https://www.google.com/maps/place/KINA/data=!4m7!3m6!1s0x2e69f1f752195acd:0x4727d5401ad0fbc4!8m2!3d-6.2366566!4d106.815971!16s%2Fg%2F11kf8j3r89!19sChIJzVoZUvfxaS4RxPvQGkDVJ0c?authuser=0&hl=en&rclk=1,KINA,sdgdfgd,Budi,081245658742,6845449,55,Jl. Birah II No.82,Jakarta Selatan,Kebayoran Baru,https://picture.rumah123.com/r123/1080x720-fit/commercial/co29/2993851/original/shr2993851-ruko-di-sewa-di-tebet-di-jakarta-selatan-16324537244097.jpg,usaha_laundry
19,https://www.google.com/maps/place/Wisangkopi/data=!4m7!3m6!1s0x2e69f184e590a879:0xd4a45ad15992c2cc!8m2!3d-6.2489081!4d106.798322!16s%2Fg%2F11btytgz9r!19sChIJeaiQ5YTxaS4RzMKSWdFapNQ?authuser=0&hl=en&rclk=1,Wisangkopi,geregdf,Doni,08136458745,9820578,171,"Jl. Panglima Polim V No.9, RW.6",Jakarta Selatan,Kebayoran Baru,https://picture.rumah123.com/r123/720x420-crop/commercial/co31/3114461/original/shr3114461-ruko-di-sewa-di-tebet-di-jakarta-selatan-16460508165427.jpg,usaha_laundry
20,https://www.google.com/maps/place/CHIEF+COFFEE+-+KEMANG/data=!4m7!3m6!1s0x2e69f1804f26b883:0x6c30985c0a34370b!8m2!3d-6.2599276!4d106.8156715!16s%2Fg%2F11g8wd5vmf!19sChIJg7gmT4DxaS4RCzc0ClyYMGw?authuser=0&hl=en&rclk=1,CHIEF COFFEE - KEMANG,sdgdfgd,Alex,08136458745,6135951,46,Jl. Kemang Raya No.27 D,Jakarta Selatan,Tebet,https://picture.rumah123.com/r123/720x420-crop/commercial/co31/3157321/original/shr3157321-ruko-di-sewa-di-tebet-di-jakarta-selatan-16506024961253.jpg,usaha_fotocopy
21,https://www.google.com/maps/place/Kopi+Tikum/data=!4m7!3m6!1s0x2e69f1563250141b:0xde8e3de38df42186!8m2!3d-6.236785!4d106.810894!16s%2Fg%2F11h7dz871d!19sChIJGxRQMlbxaS4RhiH0jeM9jt4?authuser=0&hl=en&rclk=1,Kopi Tikum,dasdasda,Alex,08521645264,3338209,45,"Jl. Ciranjang No.25, RT.2/RW.1",Jakarta Selatan,Pancoran,https://static-id.lamudi.com/static/media/bm9uZS9ub25l/2x2x5x880x450/1c3e224b789305.webp,toko_kopi
22,https://www.google.com/maps/place/Tanamera+Coffee+%26+Roastery+Kemang/data=!4m7!3m6!1s0x2e69f1dfa8dea7ef:0x369033430836f2fb!8m2!3d-6.2557546!4d106.8099044!16s%2Fg%2F11fhvjr9v8!19sChIJ76feqN_xaS4R-_I2CEMzkDY?authuser=0&hl=en&rclk=1,Tanamera Coffee & Roastery Kemang,geregdf,Doni,08136458745,4992039,116,"Jl. Taman Kemang 1 No.6, RW.1",Jakarta Selatan,Tebet,https://static-id.lamudi.com/static/media/bm9uZS9ub25l/2x2x5x880x450/7d0251f45a38d9.webp,usaha_fotocopy
23,https://www.google.com/maps/place/Kopi+Muja/data=!4m7!3m6!1s0x2e69f12119226107:0x77d26746de3430f0!8m2!3d-6.2461073!4d106.7917476!16s%2Fg%2F11fn956nby!19sChIJB2EiGSHxaS4R8DA03kZn0nc?authuser=0&hl=en&rclk=1,Kopi Muja,sdgdfgd,Alex,08521645264,8905073,104,Jl. Ahmad Dahlan No.18,Jakarta Selatan,Tebet,https://apollo-singapore.akamaized.net/v1/files/vxk9aez6o4vy1-ID/image;s=780x0;q=62,usaha_fotocopy
24,https://www.google.com/maps/place/KOMPLEK+-+Suasanakopi.+Flagship+Store/data=!4m7!3m6!1s0x2e69f11ca7645229:0x2719f32dca3ee9d9!8m2!3d-6.2446183!4d106.7894518!16s%2Fg%2F11j38458wb!19sChIJKVJkpxzxaS4R2ek-yi3zGSc?authuser=0&hl=en&rclk=1,KOMPLEK - Suasanakopi. Flagship Store,bsbsbsbs,Charles,08521645264,3046609,100,"12, Jl. Gandaria Tengah II No.22, RW.1",Jakarta Selatan,Tebet,https://apollo-singapore.akamaized.net/v1/files/heuyp9pgglkh-ID/image;s=780x0;q=62,usaha_fotocopy
25,https://www.google.com/maps/place/Diskusi+Kopi+%26+Ruang+Berbagi+Kawi/data=!4m7!3m6!1s0x2e69f5d44807407b:0x5c9ce442a043f46b!8m2!3d-6.2103916!4d106.8343277!16s%2Fg%2F11jcm9dpz0!19sChIJe0AHSNT1aS4Ra_RDoELknFw?authuser=0&hl=en&rclk=1,Diskusi Kopi & Ruang Berbagi Kawi,sdgdfgd,Budi,085846874354,447752,121,"Jl. Kawi Raya No.18, RT.6/RW.2",Jakarta Selatan,Tebet,https://apollo-singapore.akamaized.net/v1/files/0919qtw6ecm31-ID/image;s=780x0;q=62,usaha_makanan
26,https://www.google.com/maps/place/Mineral+Cafe/data=!4m7!3m6!1s0x2e69f172467cf7e7:0x54c7b0a39c0bcbf4!8m2!3d-6.2467627!4d106.7907841!16s%2Fg%2F11j8mtr29d!19sChIJ5_d8RnLxaS4R9MsLnKOwx1Q?authuser=0&hl=en&rclk=1,Mineral Cafe,bsbsbsbs,Doni,08521645264,8811588,77,"1, Jl. Gandaria Tengah III No.17, RT.1/RW.3",Jakarta Selatan,Kebayoran Baru,https://apollo-singapore.akamaized.net/v1/files/3w5mhoydo0862-ID/image;s=780x0;q=62,usaha_fotocopy
27,https://www.google.com/maps/place/Kopi+Susu+Bu+Lurah/data=!4m7!3m6!1s0x2e69f404e2af6ced:0xacee4b3529895e4e!8m2!3d-6.2087793!4d106.8266925!16s%2Fg%2F11fz064jt0!19sChIJ7Wyv4gT0aS4RTl6JKTVL7qw?authuser=0&hl=en&rclk=1,Kopi Susu Bu Lurah,dasdasda,Charles,08136458745,5856994,42,"Jl. Setia Budi Tengah No.11, RT.1/RW.1",Jakarta Selatan,Kebayoran Baru,https://picture.rumah123.com/r123-images/720x420-crop/customer/1712616/2022-12-21-13-00-21-82363c82-c9ea-4b86-8aef-2abc4dcf6674.jpg,usaha_baju
28,https://www.google.com/maps/place/Toko+dunia+kopi+dan+plastik/data=!4m7!3m6!1s0x2e69f16732c5534b:0x52b812cc92d1c698!8m2!3d-6.2399791!4d106.8120132!16s%2Fg%2F1pty54zn3!19sChIJS1PFMmfxaS4RmMbRkswSuFI?authuser=0&hl=en&rclk=1,Toko dunia kopi dan plastik,bsbsbsbs,Charles,08136458745,9711306,35,"QR66+2R2, Santa Modern Market Lt. Semi Basement, Jl. Cipaku I, RT.5/RW.4",Jakarta Selatan,Pancoran,https://picture.rumah123.com/r123-images/720x420-crop/customer/771750/2023-05-27-01-00-28-6a52deff-6024-4fae-8f06-a9bd490dc7e8.jpg,toko_kopi
29,"https://www.google.com/maps/place/Bukan+Ruang,+Kemang/data=!4m7!3m6!1s0x2e69f1dd9ed2f9df:0x7cdd8ee6ff4f4ace!8m2!3d-6.2604513!4d106.8155638!16s%2Fg%2F11fjwzvj96!19sChIJ3_nSnt3xaS4RzkpP_-aO3Xw?authuser=0&hl=en&rclk=1","Bukan Ruang, Kemang",sdgdfgd,Charles,081245658742,1500065,200,"6, Jl. Kemang Raya No.29B, RT.6/RW.1",Jakarta Selatan,Kebayoran Baru,https://picture.rumah123.com/r123/1080x720-fit/commercial/co29/2993851/original/shr2993851-ruko-di-sewa-di-tebet-di-jakarta-selatan-16324537244097.jpg,usaha_makanan
30,https://www.google.com/maps/place/Up+All+Might/data=!4m7!3m6!1s0x2e69f1adea33f3b1:0x30b247328c1c1912!8m2!3d-6.2601673!4d106.8156715!16s%2Fg%2F11j53q7_53!19sChIJsfMz6q3xaS4REhkcjDJHsjA?authuser=0&hl=en&rclk=1,Up All Might,dasdasda,Charles,08521645264,8666701,63,"Jl. Kemang Raya No.29, RT.6/RW.1",Jakarta Selatan,Pancoran,https://picture.rumah123.com/r123/720x420-crop/commercial/co31/3114461/original/shr3114461-ruko-di-sewa-di-tebet-di-jakarta-selatan-16460508165427.jpg,usaha_fotocopy
31,https://www.google.com/maps/place/Kopi+Kenangan+-+La+Codefin+Kemang/data=!4m7!3m6!1s0x2e69f1082b5aff7b:0xdd0adf0be747a558!8m2!3d-6.2561998!4d106.8127496!16s%2Fg%2F11hzwy_1l3!19sChIJe_9aKwjxaS4RWKVH5wvfCt0?authuser=0&hl=en&rclk=1,Kopi Kenangan - La Codefin Kemang,dasdasda,Charles,08521645264,6927515,154,"Jl. Kemang I No.2-6, RT.11/RW.1",Jakarta Selatan,Kebayoran Baru,https://picture.rumah123.com/r123/720x420-crop/commercial/co31/3157321/original/shr3157321-ruko-di-sewa-di-tebet-di-jakarta-selatan-16506024961253.jpg,usaha_makanan
32,https://www.google.com/maps/place/Nalar+Live/data=!4m7!3m6!1s0x2e69f1bcac750a3f:0x2a415d29ea213543!8m2!3d-6.2401825!4d106.810349!16s%2Fg%2F11pq0jsvqr!19sChIJPwp1rLzxaS4RQzUh6ildQSo?authuser=0&hl=en&rclk=1,Nalar Live,bsbsbsbs,Alex,081245658742,2018401,106,"Jl. Cikajang No.14, RT.6/RW.6",Jakarta Selatan,Kebayoran Baru,https://static-id.lamudi.com/static/media/bm9uZS9ub25l/2x2x5x880x450/1c3e224b789305.webp,usaha_fotocopy
33,https://www.google.com/maps/place/Kopi+Kemang/data=!4m7!3m6!1s0x2e69f2291c5298d5:0x13e8065e5ecab893!8m2!3d-6.2650516!4d106.8181095!16s%2Fg%2F11gfd27l64!19sChIJ1ZhSHCnyaS4Rk7jKXl4G6BM?authuser=0&hl=en&rclk=1,Kopi Kemang,dasdasda,Doni,08521645264,2269471,175,"Jl. Kemang Selatan I No.10, RT.6/RW.2",Jakarta Selatan,Kebayoran Baru,https://static-id.lamudi.com/static/media/bm9uZS9ub25l/2x2x5x880x450/7d0251f45a38d9.webp,usaha_baju
34,https://www.google.com/maps/place/Kopi+SSS/data=!4m7!3m6!1s0x2e69f592b50bbc75:0x745041c9ffa85823!8m2!3d-6.2153025!4d106.8179926!16s%2Fg%2F11j0j_10d_!19sChIJdbwLtZL1aS4RI1io_8lBUHQ?authuser=0&hl=en&rclk=1,Kopi SSS,sdgdfgd,Doni,08136458745,2726998,88,"Jl. Jenderal Sudirman No.3, RW.4",Jakarta Selatan,Kebayoran Baru,https://apollo-singapore.akamaized.net/v1/files/vxk9aez6o4vy1-ID/image;s=780x0;q=63,usaha_fotocopy
35,https://www.google.com/maps/place/Flash+Coffee/data=!4m7!3m6!1s0x2e69f17728f25b2d:0x4e85d50d3f07b066!8m2!3d-6.2241616!4d106.8093708!16s%2Fg%2F11fqkqzmq1!19sChIJLVvyKHfxaS4RZrAHPw3VhU4?authuser=0&hl=en&rclk=1,Flash Coffee,geregdf,Doni,08521645264,4024912,69,"Pacific Place Level 2, Jl. Jenderal Sudirman No.Kav. 52-53, RT.5/RW.3",Jakarta Selatan,Tebet,https://apollo-singapore.akamaized.net/v1/files/heuyp9pgglkh-ID/image;s=780x0;q=63,usaha_baju
36,"https://www.google.com/maps/place/Kopi+Lain+Hati+Jalan+Bangka,+Kemang/data=!4m7!3m6!1s0x2e69f1860fb48c51:0x45218f5138ba8abb!8m2!3d-6.252451!4d106.8142199!16s%2Fg%2F11fpqkxzds!19sChIJUYy0D4bxaS4Ru4q6OFGPIUU?authuser=0&hl=en&rclk=1","Kopi Lain Hati Jalan Bangka, Kemang",geregdf,Budi,081245658742,1487308,65,"Jl. Bangka Raya No.4, RT.4/RW.7",Jakarta Selatan,Pancoran,https://apollo-singapore.akamaized.net/v1/files/0919qtw6ecm31-ID/image;s=780x0;q=63,toko_kopi
37,https://www.google.com/maps/place/Kopi+Kenangan+-+Ruko+Jalan+Bek.+Murad/data=!4m7!3m6!1s0x2e69f55971abc0e7:0xc85d12c1b459f04e!8m2!3d-6.2163984!4d106.8201257!16s%2Fg%2F11j8rh8dy6!19sChIJ58CrcVn1aS4RTvBZtMESXcg?authuser=0&hl=en&rclk=1,Kopi Kenangan - Ruko Jalan Bek. Murad,dasdasda,Budi,081245658742,9269988,154,"Jl. Bek Murad No.30, RT.8/RW.3",Jakarta Selatan,Tebet,https://apollo-singapore.akamaized.net/v1/files/3w5mhoydo0862-ID/image;s=780x0;q=63,usaha_laundry
38,https://www.google.com/maps/place/Toko+Kopi+Klasik/data=!4m7!3m6!1s0x2e69f34064c1351f:0x27ba18c152dea6c4!8m2!3d-6.2320221!4d106.8557424!16s%2Fg%2F11tt0xjf04!19sChIJHzXBZEDzaS4RxKbeUsEYuic?authuser=0&hl=en&rclk=1,Toko Kopi Klasik,sdgdfgd,Doni,08136458745,786212,53,"Jl. Tebet Timur Dalam Raya No.29, RT.1/RW.8",Jakarta Selatan,Tebet,https://picture.rumah123.com/r123-images/720x420-crop/customer/1712616/2022-12-21-13-00-21-82363c82-c9ea-4b86-8aef-2abc4dcf6674.jpg,toko_kopi
39,https://www.google.com/maps/place/Aroma+Nusantara+Coffee+Store/data=!4m7!3m6!1s0x2e69f3fa4cb54431:0x502a8c9f01c9eb6!8m2!3d-6.223988!4d106.826691!16s%2Fg%2F11cjkpxkv4!19sChIJMUS1TPrzaS4Rtp4c8MmoAgU?authuser=0&hl=en&rclk=1,Aroma Nusantara Coffee Store,dasdasda,Alex,08136458745,5895434,168,"Mal Ambassador, Lt 4 No 18, Jl. Prof. DR. Satrio, RT.11/RW.4",Jakarta Selatan,Pancoran,https://picture.rumah123.com/r123-images/720x420-crop/customer/771750/2023-05-27-01-00-28-6a52deff-6024-4fae-8f06-a9bd490dc7e8.jpg,usaha_makanan
40,https://www.google.com/maps/place/ARAH+Coffee+Setiabudi/data=!4m7!3m6!1s0x2e69f50fb6c90e31:0xf5d855887e4dc0f0!8m2!3d-6.207524!4d106.824944!16s%2Fg%2F11fnxt5wl3!19sChIJMQ7Jtg_1aS4R8MBNfohV2PU?authuser=0&hl=en&rclk=1,ARAH Coffee Setiabudi,dasdasda,Alex,08521645264,7708575,81,"Jl. Setia Budi III No.4, RT.2/RW.3",Jakarta Selatan,Pancoran,https://picture.rumah123.com/r123/1080x720-fit/commercial/co29/2993851/original/shr2993851-ruko-di-sewa-di-tebet-di-jakarta-selatan-16324537244097.jpg,usaha_baju
41,"https://www.google.com/maps/place/Fore+Coffee+-+Millennium+Centennial+Center,+Jakarta/data=!4m7!3m6!1s0x2e69f59e246c163d:0xdbf948200990a74!8m2!3d-6.21287!4d106.8213619!16s%2Fg%2F11fqxsbdb3!19sChIJPRZsJJ71aS4RdAqZAIKUvw0?authuser=0&hl=en&rclk=1","Fore Coffee - Millennium Centennial Center, Jakarta",sdgdfgd,Budi,085846874354,3402173,129,"Jl. Jenderal Sudirman No.Kav 25, RT.4/RW.2",Jakarta Selatan,Kebayoran Baru,https://picture.rumah123.com/r123/720x420-crop/commercial/co31/3114461/original/shr3114461-ruko-di-sewa-di-tebet-di-jakarta-selatan-16460508165427.jpg,toko_kopi
42,https://www.google.com/maps/place/SEWAKTU+Coffee/data=!4m7!3m6!1s0x2e69f5b54b092d43:0xa08df2dc985621ff!8m2!3d-6.2084295!4d106.8249807!16s%2Fg%2F11jqswr51h!19sChIJQy0JS7X1aS4R_yFWmNzyjaA?authuser=0&hl=en&rclk=1,SEWAKTU Coffee,sdgdfgd,Budi,08136458745,3420617,66,"5, Jl. Setia Budi V No.10, RT.5/RW.3",Jakarta Selatan,Tebet,https://picture.rumah123.com/r123/720x420-crop/commercial/co31/3157321/original/shr3157321-ruko-di-sewa-di-tebet-di-jakarta-selatan-16506024961253.jpg,toko_kopi
43,https://www.google.com/maps/place/Ghrana+Kopi/data=!4m7!3m6!1s0x2e69f16cff956dad:0x53c62fc34ddcc2ca!8m2!3d-6.2578327!4d106.8004983!16s%2Fg%2F11j84xp95_!19sChIJrW2V_2zxaS4RysLcTcMvxlM?authuser=0&hl=en&rclk=1,Ghrana Kopi,dasdasda,Charles,085846874354,5740695,91,"Jl. Kirai I No.36b, RW.1",Jakarta Selatan,Tebet,https://static-id.lamudi.com/static/media/bm9uZS9ub25l/2x2x5x880x450/1c3e224b789305.webp,usaha_fotocopy
44,https://www.google.com/maps/place/Kopi+Kenangan+-+Setiabudi+One/data=!4m7!3m6!1s0x2e69f544e0327ead:0xe8351560128489b6!8m2!3d-6.215486!4d106.8303095!16s%2Fg%2F11f57ctwb6!19sChIJrX4y4ET1aS4RtomEEmAVNeg?authuser=0&hl=en&rclk=1,Kopi Kenangan - Setiabudi One,sdgdfgd,Doni,08136458745,1531330,162,"Setiabudi One, Unit B 211, Jl. H. R. Rasuna Said No.Kav. 62, RT.18/RW.2",Jakarta Selatan,Kebayoran Baru,https://static-id.lamudi.com/static/media/bm9uZS9ub25l/2x2x5x880x450/7d0251f45a38d9.webp,usaha_makanan
